legacy_row,card_id,date,sport_family,sport_raw,match,competition,market_group,rank,option,line,stated_probability,status,binary_outcome,brier_component,exact_complement_selection,probability_bucket,bucket_mismatch,settlement_source,settlement_has_url,potential_post_event_input,eligible_for_v3_evaluation,exclusion_reason,audit_note
184,MLB-20260618-BAL-SEA,2026-06-18,Baseball,Baseball,Baltimore Orioles @ Seattle Mariners,MLB regular season,"User-listed four options: Orioles +4.5, Mariners +0.5, Over 7.5, Under 7.5",4,Combined Total Under 7.5 runs,Under 7.5 total runs,0.46,L,0,0.2116,true,40-49,false,"MLB StatsAPI gamePk 823127 final line score, checked 2026-06-18 AEST",false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
185,WNBA-20260618-LVA-PHX,2026-06-18,Basketball,Basketball,Las Vegas Aces @ Phoenix Mercury,WNBA regular season / Commissioner's Cup,"Self-selected four from user list: 1H Over 83.5, Aces -5.5, Mercury +5.5, 1H Under 83.5",1,Combined 1st Half Total Over 83.5 points,1H Over 83.5,0.63,W,1,0.1369,true,60-69,false,"ESPN WNBA API final summary event 401857000, checked 2026-06-18 AEST",false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
186,WNBA-20260618-LVA-PHX,2026-06-18,Basketball,Basketball,Las Vegas Aces @ Phoenix Mercury,WNBA regular season / Commissioner's Cup,"Self-selected four from user list: 1H Over 83.5, Aces -5.5, Mercury +5.5, 1H Under 83.5",2,Aces -5.5 points,Aces -5.5,0.58,W,1,0.17640000000000003,true,50-59,false,"ESPN WNBA API final summary event 401857000, checked 2026-06-18 AEST",false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
187,WNBA-20260618-LVA-PHX,2026-06-18,Basketball,Basketball,Las Vegas Aces @ Phoenix Mercury,WNBA regular season / Commissioner's Cup,"Self-selected four from user list: 1H Over 83.5, Aces -5.5, Mercury +5.5, 1H Under 83.5",3,Mercury +5.5 points,Mercury +5.5,0.42,L,0,0.17639999999999997,true,40-49,false,"ESPN WNBA API final summary event 401857000, checked 2026-06-18 AEST",false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
188,WNBA-20260618-LVA-PHX,2026-06-18,Basketball,Basketball,Las Vegas Aces @ Phoenix Mercury,WNBA regular season / Commissioner's Cup,"Self-selected four from user list: 1H Over 83.5, Aces -5.5, Mercury +5.5, 1H Under 83.5",4,Combined 1st Half Total Under 83.5 points,1H Under 83.5,0.37,L,0,0.1369,true,30-39,false,"ESPN WNBA API final summary event 401857000, checked 2026-06-18 AEST",false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
189,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",1,Combined 1st half Total Over 84.5,1H Over 84.5,0.64,W,1,0.1296,true,60-69,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
190,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",2,Milano -4.5,Milano -4.5,0.62,L,0,0.3844,true,60-69,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
191,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",3,Combined 1st quarter Total Over 43.5,Q1 Over 43.5,0.57,W,1,0.18490000000000004,true,50-59,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
192,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",4,Combined Total Over 172.5,Full Over 172.5,0.54,W,1,0.21159999999999995,true,50-59,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
193,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",5,Combined Total Under 172.5,Full Under 172.5,0.46,L,0,0.2116,true,40-49,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
194,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",6,Combined 1st quarter Total Under 43.5,Q1 Under 43.5,0.43,L,0,0.18489999999999998,true,40-49,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
195,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",7,Venezia +4.5,Venezia +4.5,0.38,W,1,0.3844,true,30-39,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
196,LBA-20260617-VEN-MIL-G3,2026-06-17,Basketball,Basketball,Umana Reyer Venezia vs EA7 Emporio Armani Milano,Italy Lega Basket Serie A Finals Game 3,"Side, full total, Q1 total, 1H total",8,Combined 1st half Total Under 84.5,1H Under 84.5,0.36,L,0,0.1296,true,30-39,false,Eurohoops Game 3 report 2026-06-16; LBA/Olimpia context,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
197,AFL-20260618-FRE-GEEL,2026-06-18,Australian football,AFL,Fremantle vs Geelong Cats,AFL Round 15,Full-game handicap and total,1,Geelong +19.5,Geelong +19.5,0.6,W,1,0.16000000000000003,true,60-69,false,ESPN AFL API event 1133604 Final opened 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
198,AFL-20260618-FRE-GEEL,2026-06-18,Australian football,AFL,Fremantle vs Geelong Cats,AFL Round 15,Full-game handicap and total,2,Combined Total Over 176.5 Points,Over 176.5,0.56,W,1,0.19359999999999997,true,50-59,false,ESPN AFL API event 1133604 Final opened 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
199,AFL-20260618-FRE-GEEL,2026-06-18,Australian football,AFL,Fremantle vs Geelong Cats,AFL Round 15,Full-game handicap and total,3,Combined Total Under 176.5 Points,Under 176.5,0.44,L,0,0.1936,true,40-49,false,ESPN AFL API event 1133604 Final opened 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
200,AFL-20260618-FRE-GEEL,2026-06-18,Australian football,AFL,Fremantle vs Geelong Cats,AFL Round 15,Full-game handicap and total,4,Fremantle -19.5,Fremantle -19.5,0.4,L,0,0.16000000000000003,true,30-39,true,ESPN AFL API event 1133604 Final opened 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
201,SOC-WC2026-20260619-CZE-RSA,2026-06-19,Soccer,Soccer,Czechia vs South Africa,FIFA World Cup 2026 Group A,"Self-selected team totals, full total and double chance",1,South Africa team total Under 2.5 goals,South Africa Under 2.5,0.84,W,1,0.02560000000000001,false,80-89,false,ESPN soccer summary API final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
202,SOC-WC2026-20260619-CZE-RSA,2026-06-19,Soccer,Soccer,Czechia vs South Africa,FIFA World Cup 2026 Group A,"Self-selected team totals, full total and double chance",2,Combined Final Total Under 4.5 goals,Under 4.5,0.82,W,1,0.03240000000000002,false,80-89,false,ESPN soccer summary API final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
203,SOC-WC2026-20260619-CZE-RSA,2026-06-19,Soccer,Soccer,Czechia vs South Africa,FIFA World Cup 2026 Group A,"Self-selected team totals, full total and double chance",3,Czechia team total Over 0.5 goals,Czechia Over 0.5,0.7,W,1,0.09000000000000002,false,70-79,false,ESPN soccer summary API final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
204,SOC-WC2026-20260619-CZE-RSA,2026-06-19,Soccer,Soccer,Czechia vs South Africa,FIFA World Cup 2026 Group A,"Self-selected team totals, full total and double chance",4,Czechia or Draw / South Africa not to win,Czechia double chance,0.66,W,1,0.11559999999999998,false,60-69,false,ESPN soccer summary API final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
205,CRICKET-WT20WC-20260619-WIW-SCOW,2026-06-19,Cricket,Cricket,West Indies Women vs Scotland Women,ICC Women's T20 World Cup 2026 Group B,West Indies first innings full total 164.5 and powerplay total 45.5,1,West Indies 1st innings 20 overs Over 164.5 runs,Over 164.5,0.56,L,0,0.31360000000000005,true,50-59,false,Cricbuzz scorecard final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
206,CRICKET-WT20WC-20260619-WIW-SCOW,2026-06-19,Cricket,Cricket,West Indies Women vs Scotland Women,ICC Women's T20 World Cup 2026 Group B,West Indies first innings full total 164.5 and powerplay total 45.5,2,West Indies powerplay Over 45.5 runs,Powerplay Over 45.5,0.54,L,0,0.2916,true,50-59,false,Cricbuzz scorecard final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
207,CRICKET-WT20WC-20260619-WIW-SCOW,2026-06-19,Cricket,Cricket,West Indies Women vs Scotland Women,ICC Women's T20 World Cup 2026 Group B,West Indies first innings full total 164.5 and powerplay total 45.5,3,West Indies powerplay Under 45.5 runs,Powerplay Under 45.5,0.46,W,1,0.2916,true,40-49,false,Cricbuzz scorecard final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
208,CRICKET-WT20WC-20260619-WIW-SCOW,2026-06-19,Cricket,Cricket,West Indies Women vs Scotland Women,ICC Women's T20 World Cup 2026 Group B,West Indies first innings full total 164.5 and powerplay total 45.5,4,West Indies 1st innings 20 overs Under 164.5 runs,Under 164.5,0.44,W,1,0.31360000000000005,true,40-49,false,Cricbuzz scorecard final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
209,MLB-20260619-TOR-BOS,2026-06-19,Baseball,Baseball/MLB,Toronto Blue Jays @ Boston Red Sox,MLB regular season,"Blue Jays +1.5, Red Sox +0.5, full-game total 9.5",1,Blue Jays +1.5,TOR +1.5,0.62,W,1,0.1444,false,60-69,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
210,MLB-20260619-TOR-BOS,2026-06-19,Baseball,Baseball/MLB,Toronto Blue Jays @ Boston Red Sox,MLB regular season,"Blue Jays +1.5, Red Sox +0.5, full-game total 9.5",2,Combined Total Under 9.5 runs,Under 9.5,0.55,W,1,0.20249999999999996,true,50-59,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
211,MLB-20260619-TOR-BOS,2026-06-19,Baseball,Baseball/MLB,Toronto Blue Jays @ Boston Red Sox,MLB regular season,"Blue Jays +1.5, Red Sox +0.5, full-game total 9.5",3,Red Sox +0.5 / Red Sox to win,BOS +0.5,0.52,L,0,0.27040000000000003,false,50-59,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
212,MLB-20260619-TOR-BOS,2026-06-19,Baseball,Baseball/MLB,Toronto Blue Jays @ Boston Red Sox,MLB regular season,"Blue Jays +1.5, Red Sox +0.5, full-game total 9.5",4,Combined Total Over 9.5 runs,Over 9.5,0.45,L,0,0.2025,true,40-49,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
213,MLB-20260619-MIN-TEX,2026-06-19,Baseball,Baseball/MLB,Minnesota Twins @ Texas Rangers,MLB regular season,"Twins +1.5, Rangers +0.5, full-game total 7.5",1,Twins +1.5,MIN +1.5,0.66,W,1,0.11559999999999998,false,60-69,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
214,MLB-20260619-MIN-TEX,2026-06-19,Baseball,Baseball/MLB,Minnesota Twins @ Texas Rangers,MLB regular season,"Twins +1.5, Rangers +0.5, full-game total 7.5",2,Combined Total Over 7.5 runs,Over 7.5,0.58,W,1,0.17640000000000003,true,50-59,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
215,MLB-20260619-MIN-TEX,2026-06-19,Baseball,Baseball/MLB,Minnesota Twins @ Texas Rangers,MLB regular season,"Twins +1.5, Rangers +0.5, full-game total 7.5",3,Rangers +0.5 / Rangers to win,TEX +0.5,0.43,L,0,0.18489999999999998,false,40-49,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
216,MLB-20260619-MIN-TEX,2026-06-19,Baseball,Baseball/MLB,Minnesota Twins @ Texas Rangers,MLB regular season,"Twins +1.5, Rangers +0.5, full-game total 7.5",4,Combined Total Under 7.5 runs,Under 7.5,0.42,L,0,0.17639999999999997,true,40-49,false,Official MLB Stats API feed/live final checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
217,SOC-WC2026-20260619-SUI-BIH,2026-06-19,Soccer,Soccer/FIFA World Cup,Switzerland vs Bosnia-Herzegovina,FIFA World Cup 2026 Group B,Self-selected regulation outcomes and fade outcomes,1,Combined Total Under 4.5 goals,Under 4.5,0.84,L,0,0.7055999999999999,false,80-89,false,ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
218,SOC-WC2026-20260619-SUI-BIH,2026-06-19,Soccer,Soccer/FIFA World Cup,Switzerland vs Bosnia-Herzegovina,FIFA World Cup 2026 Group B,Self-selected regulation outcomes and fade outcomes,2,Switzerland team total Over 0.5 goals,SUI Over 0.5,0.77,W,1,0.05289999999999999,false,70-79,false,ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
219,SOC-WC2026-20260619-SUI-BIH,2026-06-19,Soccer,Soccer/FIFA World Cup,Switzerland vs Bosnia-Herzegovina,FIFA World Cup 2026 Group B,Self-selected regulation outcomes and fade outcomes,3,Bosnia-Herzegovina win in regulation,Bosnia win,0.24,L,0,0.0576,false,20-29,false,ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
220,SOC-WC2026-20260619-SUI-BIH,2026-06-19,Soccer,Soccer/FIFA World Cup,Switzerland vs Bosnia-Herzegovina,FIFA World Cup 2026 Group B,Self-selected regulation outcomes and fade outcomes,4,Bosnia-Herzegovina clean sheet / Switzerland fail to score,Bosnia clean sheet,0.18,L,0,0.0324,false,10-19,false,ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
221,WNBA-20260619-ATL-IND,2026-06-19,Basketball,Basketball/WNBA,Atlanta Dream @ Indiana Fever,WNBA regular season,"Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5",1,Fever +1.5,IND +1.5,0.63,L,0,0.39690000000000003,true,60-69,false,ESPN/WNBA final score checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
222,WNBA-20260619-ATL-IND,2026-06-19,Basketball,Basketball/WNBA,Atlanta Dream @ Indiana Fever,WNBA regular season,"Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5",2,Combined Total Under 173.5 points,Under 173.5,0.57,L,0,0.32489999999999997,true,50-59,false,ESPN/WNBA final score checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
223,WNBA-20260619-ATL-IND,2026-06-19,Basketball,Basketball/WNBA,Atlanta Dream @ Indiana Fever,WNBA regular season,"Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5",3,Combined Total Over 173.5 points,Over 173.5,0.43,W,1,0.3249000000000001,true,40-49,false,ESPN/WNBA final score checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
224,WNBA-20260619-ATL-IND,2026-06-19,Basketball,Basketball/WNBA,Atlanta Dream @ Indiana Fever,WNBA regular season,"Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5",4,Dream -1.5,ATL -1.5,0.37,W,1,0.39690000000000003,true,30-39,false,ESPN/WNBA final score checked 2026-06-19 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
225,CRICKET-MLC-20260619-TSK-SOR,2026-06-19,Cricket,Cricket/MLC,Texas Super Kings vs Seattle Orcas,Major League Cricket 2026,Seattle 1st innings total 183.5 plus self-selected side/ceiling outcomes,1,Texas Super Kings to win / chase successfully,TSK win,0.58,W,1,0.17640000000000003,false,50-59,false,Cricbuzz final scorecard checked 2026-06-19 19:25 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error
226,CRICKET-MLC-20260619-TSK-SOR,2026-06-19,Cricket,Cricket/MLC,Texas Super Kings vs Seattle Orcas,Major League Cricket 2026,Seattle 1st innings total 183.5 plus self-selected side/ceiling outcomes,2,Seattle Orcas 1st innings 20 overs Under 183.5 runs,Under 183.5,0.55,L,0,0.30250000000000005,true,50-59,false,Cricbuzz final scorecard checked 2026-06-19 19:25 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
