file,line,date,sport,match,market_group,ranked_picks,result,card_outcome,parsed_wins,parsed_losses,cell_count
PREDICTION_RESULTS_LOG_v2.md,382,2026-06-09,Soccer/International Friendly,"China PR vs Thailand @ Jinhua Sports Centre Stadium, Zhejiang","1H goals 0.5, total goals 2.5, total corners 9.5","1. 1H Goals Over 0.5, 2. Corners Under 9.5, 3. Total Goals Over 2.5, 4. Total Goals Under 2.5, 5. Corners Over 9.5, 6. 1H Goals Under 0.5; potential winner: Thailand narrowly, draw live","SETTLED PARTIAL: Sofascore and Footlive list China 0-0 Thailand, finished, HT 0-0. VAVEL's final headline also says China vs Thailand 0-0. A Sina article claimed China won 2-0, but it is internally suspect because its visible publish time is before kickoff and it conflicts with multiple live-score sources; it is not controlling. No opened reliable source gave exact corner count, so the corner pair is ungraded.","Settled goal/winner legs: 2-2, ADJUSTED 2-4 with top- and bottom-pick penalties. 1H Over 0.5 (#1 TOP) LOST; Total Over 2.5 (#3) LOST; Total Under 2.5 (#4) WON; 1H Under 0.5 (#6 BOTTOM) WON. Corners Under 9.5 (#2) and Corners Over 9.5 (#5) UNGRADED. Potential winner Thailand LOST; match was a draw. Live HT rerank was better than pregame: Total Under 2.5 moved above Total Over and that was correct.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,383,2026-06-10,Cricket/EUT20 Belgium,"JB Bruges vs Antwerp Anchors @ Stars Arena Hofstade, Zemst (fixture date Jun 9 local; JBB won toss and chose to bat)",Bruges 1st-innings total 166.5 and first-6-overs total 47.5,"1. Bruges 1st innings Under 166.5, 2. Bruges first 6 overs Under 47.5, 3. Bruges first 6 overs Over 47.5, 4. Bruges 1st innings Over 166.5; potential winner: JB Bruges narrowly","SETTLED FINAL (2026-06-10 sweep): CricTracker lists Antwerp Anchors won by 5 wickets. Reduced match: JBB 105/9 in 14 overs; AAS 112/5 in 12.3 overs. JBB won toss and batted. CricTracker fall-of-wickets/overs evidence showed JBB 58-1 at 5.4 and then at least 1 more run before the sixth over ended, so first-six was at least 59.","Listed market legs 2-2, ADJUSTED 2-4 with a #2 miss and #3 win but no top/bottom penalty: Bruges 1st innings Under 166.5 (#1 TOP) WON at 105/9; Bruges first 6 overs Under 47.5 (#2) LOST at 59+; Bruges first 6 overs Over 47.5 (#3) WON; Bruges 1st innings Over 166.5 (#4 BOTTOM) LOST. Potential winner JB Bruges LOST because Antwerp won by 5 wickets.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,384,2026-06-10,Basketball/Israel Winner League lower house,Elitzur Netanya vs Ironi Hai Motors Nes Ziona @ Netanya Arena,"Spread 1.5, full total 173.5, Q1 total 43.5, 1H total 87.5","1. Ziona +1.5, 2. Combined Total Under 173.5, 3. Combined 1st half Total Under 87.5, 4. Combined 1st quarter Total Under 43.5, 5. Combined 1st quarter Total Over 43.5, 6. Combined 1st half Total Over 87.5, 7. Combined Total Over 173.5, 8. Netanya -1.5; potential winner: Ironi Nes Ziona narrowly","SETTLED FINAL (2026-06-10 official sweep): official Winner League Round 29 results page lists Netanya 84, Nes Ziona 91. Official box-score split: Netanya quarters 22-25-22-15; Nes Ziona 31-18-17-25. Q1 total 53, halftime 96, final total 175.","Listed 4-4, no top/bottom penalty because #1 won and #8 lost: Ziona +1.5 (#1 TOP) WON; Full Under 173.5 (#2) LOST at 175; 1H Under 87.5 (#3) LOST at 96; Q1 Under 43.5 (#4) LOST at 53; Q1 Over 43.5 (#5) WON; 1H Over 87.5 (#6) WON; Full Over 173.5 (#7) WON; Netanya -1.5 (#8 BOTTOM) LOST. Potential winner Nes Ziona WON.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,385,2026-06-10,Basketball/Lithuania LKL Finals Game 2,Juventus Utena vs Zalgiris Kaunas @ Utenos daugiafunkcis sporto centras,"Spread 17.5, full total 172.5, Q1 total 43.5, 1H total 86.5","1. Combined Total Over 172.5, 2. Juventus +17.5, 3. Combined 1st half Total Over 86.5, 4. Combined 1st quarter Total Over 43.5, 5. Combined 1st quarter Total Under 43.5, 6. Zalgiris -17.5, 7. Combined 1st half Total Under 86.5, 8. Combined Total Under 172.5; potential winner: Zalgiris Kaunas by roughly 12-16","SETTLED FINAL (2026-06-10 official sweep): official LKL homepage lists Juventus 69, Zalgiris 100. Official LKL recap states Zalgiris won 100:69 with quarters 24:13, 29:17, 23:17, 24:22. Combined Q1 37, halftime 83, final total 169.","Listed 4-4, ADJUSTED 4-6 with top- and bottom-pick penalties: Full Over 172.5 (#1 TOP) LOST at 169; Juventus +17.5 (#2) LOST by 31; 1H Over 86.5 (#3) LOST at 83; Q1 Over 43.5 (#4) LOST at 37; Q1 Under 43.5 (#5) WON; Zalgiris -17.5 (#6) WON; 1H Under 86.5 (#7) WON; Full Under 172.5 (#8 BOTTOM) WON. Potential winner Zalgiris WON. Mandatory 8-option review triggered because all original top-four picks lost.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,386,2026-06-10,Basketball/Israel Winner League lower house,"Maccabi Raanana vs Hapoel Galil Elyon @ MetroWest, Raanana","Spread 4.5, full total 170.5, Q1 total 43.5, 1H total 85.5","1. Galil Elyon +4.5, 2. Combined Total Over 170.5, 3. Combined 1st half Total Over 85.5, 4. Combined 1st quarter Total Under 43.5, 5. Combined 1st quarter Total Over 43.5, 6. Combined Total Under 170.5, 7. Combined 1st half Total Under 85.5, 8. Raanana -4.5; potential winner: Maccabi Raanana narrowly by roughly 1-4","SETTLED FINAL (2026-06-10 official sweep): official Winner League results page lists the finished fixture as 64-81, and the official box-score split labels confirm home Raanana 81, Galil 64. Quarter scores: Raanana 19-29-22-11; Galil 17-12-22-13. Q1 total 36, halftime 77, final total 145.","Listed 4-4, ADJUSTED 4-6 with top- and bottom-pick penalties: Galil +4.5 (#1 TOP) LOST; Full Over 170.5 (#2) LOST; 1H Over 85.5 (#3) LOST; Q1 Under 43.5 (#4) WON; Q1 Over 43.5 (#5) LOST; Full Under 170.5 (#6) WON; 1H Under 85.5 (#7) WON; Raanana -4.5 (#8 BOTTOM) WON by 17. Potential winner Raanana WON, but margin was far wider than projected.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,387,2026-06-10,Baseball/KBO,NC Dinos vs Kiwoom Heroes @ Gocheok Sky Dome (18:30 KST / 19:30 AEST),Run line 1.5/2.5 and total 8.0,"1. Heroes +2.5, 2. Combined Over 8.0, 3. Combined Under 8.0, 4. Dinos -1.5; potential winner: NC Dinos narrowly","SETTLED FINAL (2026-06-11 sweep, official KBO English site): NC Dinos 4, Kiwoom Heroes 2 at Gocheok. Total 6 runs; NC won by exactly 2.",Listed 2-2 WITH BOTTOM-PICK PENALTY (#4 won) and #2 miss: Heroes +2.5 (#1 TOP) WON by half a run; Over 8.0 (#2) LOST at 6; Under 8.0 (#3) WON; Dinos -1.5 (#4 BOTTOM) WON. Potential winner NC Dinos WON.,2,2,8
PREDICTION_RESULTS_LOG_v2.md,388,2026-06-10,Baseball/MLB,Washington Nationals vs San Francisco Giants @ Oracle Park,Run line 1.5 both sides and total 8.5,"1. Nationals +1.5, 2. Giants +1.5, 3. Combined Under 8.5, 4. Combined Over 8.5; potential winner: Nationals narrowly","SETTLED FINAL (2026-06-11 sweep, MLB statsapi): Giants 11, Nationals 10, walk-off in the bottom 9th. Total 21 runs.",Listed 3-1 WITH BOTTOM-PICK PENALTY (#4 won): Nationals +1.5 (#1 TOP) WON (lost by 1); Giants +1.5 (#2) WON; Under 8.5 (#3) LOST at 21; Over 8.5 (#4 BOTTOM) WON. Potential winner Nationals LOST.,3,1,8
PREDICTION_RESULTS_LOG_v2.md,389,2026-06-10,Baseball/MLB,Cincinnati Reds vs San Diego Padres @ Petco Park,"Reds +1.5, Padres ML, total 8.5","1. Padres ML, 2. Combined Under 8.5, 3. Reds +1.5, 4. Combined Over 8.5; potential winner: Padres ~5-3","SETTLED FINAL (2026-06-11 sweep, MLB statsapi): Padres 5, Reds 4, walk-off in the bottom 9th. Total 9 runs.","Listed 3-1 WITH BOTTOM-PICK PENALTY (#4 won): Padres ML (#1 TOP) WON; Under 8.5 (#2) LOST at 9 by half a run; Reds +1.5 (#3) WON (lost by 1); Over 8.5 (#4 BOTTOM) WON. Potential winner Padres WON (projected 5-3 shape, actual 5-4).",3,1,8
PREDICTION_RESULTS_LOG_v2.md,390,2026-06-11,Basketball/NBA Finals Game 4,San Antonio Spurs vs New York Knicks @ Madison Square Garden (8:30 PM EDT Jun 10 = 10:30 AM AEST Jun 11; card logged pregame),"Spread 2.5, full total 216.5, Q1 total 55.5, 1H total 110.5","1. Combined 1st half Under 110.5, 2. Combined Total Under 216.5, 3. Combined 1st quarter Under 55.5, 4. Spurs +2.5, 5. Knicks -2.5, 6. Combined Total Over 216.5, 7. Combined 1st quarter Over 55.5, 8. Combined 1st half Over 110.5; potential winner: Knicks narrowly","SETTLED FINAL (2026-06-11 ESPN scoreboard/API): New York Knicks 107, San Antonio Spurs 106. Line score NY 22-27-26-32, SA 41-35-14-16. Q1 total 63; halftime total 125; final total 213.","GRADED 4-4, ADJUSTED 4-6 with top- and bottom-pick penalties: 1H Under 110.5 (#1 TOP) LOST at 125; Full Under 216.5 (#2) WON at 213; Q1 Under 55.5 (#3) LOST at 63; Spurs +2.5 (#4) WON because SA lost by 1; Knicks -2.5 (#5) LOST; Full Over 216.5 (#6) LOST; Q1 Over 55.5 (#7) WON; 1H Over 110.5 (#8 BOTTOM) WON. Potential winner Knicks narrowly WON exactly by 1.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,391,2026-06-11,Basketball/WNBA Commissioner's Cup,Los Angeles Sparks @ Seattle Storm @ Climate Pledge Arena (10:00 PM EDT Jun 10 = 12:00 PM AEST Jun 11),"Spread 7.5, full total 169.5, Q1 total 41.5, 1H total 82.5","1. Sparks -7.5, 2. Combined 1st half Total Over 82.5, 3. Combined Total Under 169.5, 4. Combined 1st quarter Total Under 41.5, 5. Combined Total Over 169.5, 6. Combined 1st quarter Total Over 41.5, 7. Combined 1st half Total Under 82.5, 8. Storm +7.5; potential winner: Los Angeles Sparks by roughly 8-12","SETTLED FINAL (2026-06-11 ESPN WNBA scoreboard/API): Los Angeles Sparks 88, Seattle Storm 83. Line score LA 22-18-26-22, SEA 17-23-27-16. Q1 total 39; halftime total 80; final total 171.","GRADED 4-4, ADJUSTED 4-6 with top- and bottom-pick penalties: Sparks -7.5 (#1 TOP) LOST because LA won by 5; 1H Over 82.5 (#2) LOST at 80; Full Under 169.5 (#3) LOST at 171; Q1 Under 41.5 (#4) WON at 39; Full Over 169.5 (#5) WON; Q1 Over 41.5 (#6) LOST; 1H Under 82.5 (#7) WON; Storm +7.5 (#8 BOTTOM) WON. Potential winner Sparks WON, but projected 8-12 margin/cover was wrong.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,392,2026-06-11,Basketball/WNBA live re-evaluation (StatMuse-first),"Los Angeles Sparks @ Seattle Storm @ Climate Pledge Arena; live cutoff 8:46 Q1, Seattle 5-0","Original spread 7.5, full total 169.5, Q1 total 41.5, 1H total 82.5","1. Combined Total Under 169.5, 2. Combined 1st half Total Under 82.5, 3. Combined 1st quarter Total Under 41.5, 4. Storm +7.5, 5. Sparks -7.5, 6. Combined 1st quarter Total Over 41.5, 7. Combined 1st half Total Over 82.5, 8. Combined Total Over 169.5; potential winner: Los Angeles Sparks narrowly, cover no longer preferred live","SETTLED FINAL (2026-06-11 ESPN WNBA scoreboard/API): Los Angeles Sparks 88, Seattle Storm 83. Line score LA 22-18-26-22, SEA 17-23-27-16. Q1 total 39; halftime total 80; final total 171.","GRADED 4-4, ADJUSTED 4-6 with top- and bottom-pick penalties: Full Under 169.5 (#1 TOP) LOST at 171; 1H Under 82.5 (#2) WON at 80; Q1 Under 41.5 (#3) WON at 39; Storm +7.5 (#4) WON; Sparks -7.5 (#5) LOST; Q1 Over 41.5 (#6) LOST; 1H Over 82.5 (#7) LOST; Full Over 169.5 (#8 BOTTOM) WON. Potential winner Sparks narrowly WON by 5.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,393,2026-06-11,AFL Round 14 LIVE,"Western Bulldogs vs Adelaide Crows @ Marvel Stadium (official AFL status LIVE; ESPN live cutoff around 10:10 left Q1, Adelaide 12, Western Bulldogs 1)",Combined total 169.5/189.5 and match handicap 6.5/16.5,"1. Crows +16.5, 2. Combined Total Under 189.5, 3. Bulldogs +6.5, 4. Combined Total Over 169.5; potential winner: Adelaide Crows narrowly","SETTLED FINAL: Adelaide Crows 19.7 (121) defeated Western Bulldogs 9.10 (64) by 57 at Marvel Stadium. Quarter scores: Western Bulldogs 2.3, 5.5, 8.7, 9.10; Adelaide 9.2, 12.3, 16.4, 19.7. Total 185.","Listed 3-1 WITH BOTTOM-PICK PENALTY (#4 won): Crows +16.5 (#1 TOP) WON by 57; Under 189.5 (#2) WON at 185; Bulldogs +6.5 (#3) LOST; Over 169.5 (#4 BOTTOM) WON at 185. Potential winner Adelaide WON, but not narrowly.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,394,2026-06-12,Basketball/Lithuania LKL third-place series Game 3,"Neptunas vs Lietkabelis @ Svyturio Arena, Klaipeda (18:50 Lithuania Jun 11 = 01:50 AEST Jun 12; card logged pregame/not-started on official page)","Full-game handicap, full-game total, Q1 total, and first-half total","1. Combined Total Under 173.5 Points, 2. Combined 1st half Total Under 86.5 Points, 3. Lietkabelis +6.5, 4. Combined 1st quarter Total Under 44.5 Points, 5. Neptunas +1.5, 6. Combined 1st quarter Total Over 40.5 Points, 7. Combined 1st half Total Over 82.5 Points, 8. Combined Total Over 163.5 Points; potential winner: Neptunas narrowly, about 82-78 / 83-79","SETTLED FINAL: Neptunas 66, Lietkabelis 63. Official LKL filtered results and official livestream summary API: Neptunas quarters 15-25-10-16; Lietkabelis quarters 24-13-15-11; Q1 total 39, halftime total 77, final total 129. Referees: Gytis Vilius, Gvidas Gedvilas, Gintaras Maciulis.","Listed 5-3, NO penalties: Under 173.5 WON; 1H Under 86.5 WON; Lietkabelis +6.5 WON; Q1 Under 44.5 WON; Neptunas +1.5 WON; Q1 Over 40.5 LOST; 1H Over 82.5 LOST; Over 163.5 LOST. Top half all won, so the top-half exemption also confirms no bottom-pick penalty; bottom pick lost anyway. Potential winner Neptunas WON, but projected score was too high.",5,3,8
PREDICTION_RESULTS_LOG_v2.md,395,2026-06-12,Baseball/MLB,Arizona Diamondbacks @ Miami Marlins @ loanDepot park (Merrill Kelly vs Tyler Phillips; 1:10 PM EDT Jun 11 = 3:10 AM AEST Jun 12),"Run cushion, moneyline, and overlapping full-game totals","1. Combined Final Total Under 9.5 runs, 2. Marlins ML, 3. Combined Final Total Over 7.5 runs, 4. Diamondbacks +1.5; potential winner: Miami Marlins about 5-3 / 5-4","SETTLED FINAL: Marlins 2, Diamondbacks 0. Official MLB Stats API gamePk 823855, final at loanDepot park. Total 2 runs.","Listed 2-2, NO penalties: Under 9.5 WON; Marlins ML WON; Over 7.5 LOST; Diamondbacks +1.5 LOST because Arizona lost by 2. Top half all won, so no bottom-pick penalty by the new exemption; bottom pick also lost. Potential winner Marlins WON, but the projected score was too high.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,396,2026-06-12,Baseball/MLB,Texas Rangers @ Kansas City Royals @ Kauffman Stadium (Kumar Rocker vs Michael Wacha; 2:10 PM EDT / 1:10 PM CDT Jun 11 = 4:10 AM AEST Jun 12; official delayed start at research cutoff),Both +1.5 run cushions and overlapping full-game totals,"1. Combined Final Total Under 11.5 runs, 2. Rangers +1.5, 3. Royals +1.5, 4. Combined Final Total Over 9.5 runs; potential winner: Texas Rangers narrowly, about 5-4 / 6-4","SETTLED FINAL: Texas Rangers 4, Kansas City Royals 2. Official MLB Stats API gamePk 824101, game over at Kauffman Stadium. Total 6 runs.","Listed 2-2, NO penalties: Under 11.5 WON; Rangers +1.5 WON; Royals +1.5 LOST because KC lost by 2; Over 9.5 LOST. Top two won and bottom pick lost. Potential winner Texas WON.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,397,2026-06-12,Soccer/FIFA World Cup Group A,Mexico vs South Africa @ Mexico City Stadium / Estadio Azteca (1:00 PM local Jun 11 = 5:00 AM AEST Jun 12; card logged pre-kickoff after teams posted),1H goals 0.5 and total goals 2.5; follow-up 1H goals 0.5 and total goals 1.5,"Original 2.5 card: 1. Combined 1st Half Goals Over 0.5, 2. Combined Total Goals Under 2.5, 3. Combined Total Goals Over 2.5, 4. Combined 1st Half Goals Under 0.5. Follow-up 1.5 card: 1. Combined Total Goals Over 1.5, 2. Combined 1st Half Goals Over 0.5, 3. Combined 1st Half Goals Under 0.5, 4. Combined Total Goals Under 1.5; potential winner: Mexico, projected 2-0 / 1-0 with 2-1 as the main over-leak path","SETTLED FINAL: Mexico 2, South Africa 0. ESPN FIFA World Cup API event 760415: Full Time; line score Mexico 1-1, South Africa 0-0, so halftime was Mexico 1-0.","Original 2.5 card 2-2, NO penalties: 1H Over 0.5 WON; Under 2.5 WON; Over 2.5 LOST; 1H Under 0.5 LOST. Follow-up 1.5 card 2-2, NO penalties: Over 1.5 WON; 1H Over 0.5 WON; 1H Under 0.5 LOST; Under 1.5 LOST. In both cards, top half all won and bottom pick lost. Potential winner Mexico WON; projected 2-0 exact path landed.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,398,2026-06-12,Basketball/WNBA,"Chicago Sky @ Indiana Fever @ Gainbridge Fieldhouse, Indianapolis (7:00 PM EDT Jun 11 = 9:00 AM AEST Jun 12)","Full-game side/total, Q1 total, and first-half total","1. Combined Total Under 177.5 Points, 2. Combined 1st half Total Under 88.5 Points, 3. Combined 1st quarter Total Under 44.5 Points, 4. Fever -6.5, 5. Combined 1st half Total Over 80.5 Points, 6. Sky +12.5, 7. Combined Total Over 167.5 Points, 8. Combined 1st quarter Total Over 40.5 Points; potential winner: Indiana Fever, about 86-76 / 87-78","SETTLED FINAL: Indiana Fever 114, Chicago Sky 106 after OT. Official ESPN WNBA summary event 401856980: IND quarters 27-19-27-25-16; CHI quarters 14-26-39-19-8. Q1 total 41, halftime total 86, regulation total 196, final total 220.","Listed 7-1 WITH TOP-PICK AND BOTTOM-PICK PENALTIES: Under 177.5 LOST; 1H Under 88.5 WON; Q1 Under 44.5 WON; Fever -6.5 WON; 1H Over 80.5 WON; Sky +12.5 WON; Over 167.5 WON; Q1 Over 40.5 WON. Top half did not sweep because #1 lost, so the top-half exemption does not apply. Potential winner Indiana WON, but the projected total and margin band were too low.",7,1,8
PREDICTION_RESULTS_LOG_v2.md,399,2026-06-12,Basketball/WNBA,"Phoenix Mercury @ Dallas Wings @ College Park Center, Arlington (9:00 PM EDT Jun 11 = 11:00 AM AEST Jun 12)","Full-game side/total, Q1 total, and first-half total","1. Combined 1st quarter Total Under 45.5 Points, 2. Combined Total Under 174.5 Points, 3. Combined 1st half Total Under 90.5 Points, 4. Mercury +10.0, 5. Wings -3.0, 6. Combined Total Over 163.5 Points, 7. Combined 1st half Total Over 84.5 Points, 8. Combined 1st quarter Total Over 41.5 Points; potential winner: Dallas Wings, about 84-78 / 86-79","SETTLED FINAL: Dallas Wings 85, Phoenix Mercury 70. Official ESPN WNBA summary event 401856982: DAL quarters 24-21-25-15; PHX quarters 20-16-16-18. Q1 total 44, halftime total 81, final total 155.","Listed 5-3 WITH BOTTOM-PICK PENALTY: Q1 Under 45.5 WON; Under 174.5 WON; 1H Under 90.5 WON; Mercury +10 LOST; Wings -3 WON; Over 163.5 LOST; 1H Over 84.5 LOST; Q1 Over 41.5 WON. Top half did not sweep because Mercury +10 lost, so the top-half exemption does not apply. Potential winner Dallas WON, and the full-total direction was good, but the score margin was too kind to Phoenix.",5,3,8
PREDICTION_RESULTS_LOG_v2.md,400,2026-06-12,Soccer/FIFA World Cup Group A,"South Korea vs Czechia @ Estadio Akron, Guadalajara/Zapopan (10:00 PM EDT Jun 11 = 12:00 PM AEST Jun 12)",First-half goals 0.5 and full-game goals 1.5,"1. Combined Total Goals Over 1.5 Goals, 2. Combined 1st Half Goals Over 0.5 Goals, 3. Combined 1st Half Goals Under 0.5 Goals, 4. Combined Total Goals Under 1.5 Goals; potential result: 1-1 draw, with South Korea 2-1 the main winner path","SETTLED FINAL: South Korea 2, Czechia 1. ESPN FIFA World Cup scoreboard event 760414: Full Time; goals Ladislav Krejci 59, Hwang In-beom 67, Oh Hyeon-gyu 80. Halftime 0-0, full-time total 3.","Listed 2-2, NO penalties: Over 1.5 WON; 1H Over 0.5 LOST; 1H Under 0.5 WON; Under 1.5 LOST. Top pick won and bottom pick lost, but top half did not sweep because #2 lost. Potential winner path South Korea 2-1 WON exactly.",2,2,8
